audio_error,audio_ok,cer_to_gen,clip_rate_0p99,duration,gen_text_for_tts,generated_path,interferer_spk,interferer_text,key,pass_asr,pass_audio,pass_final,peak,rms,sample_rate,silence_rate,status,target_spk,target_text,token_f1_to_gen,wer_to_gen,whisper_text
,True,0.0,0.0,4.810666666666667,the only thing necessary was to fix seth reynolds and this hopkins arranged personally.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_6829-68771-0005__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0005__naturalized.wav,6829,THE ONLY THING NECESSARY WAS TO FIX SETH REYNOLDS AND THIS HOPKINS ARRANGED PERSONALLY,1089-134686-0004_6829-68771-0005__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0005,True,True,True,0.763763427734375,0.06221785023808479,24000,0.06126143292682927,ok,1089,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,1.0,0.0,The only thing necessary was to fix Seth Reynolds and this Hopkins arranged personally.
,True,0.1632653061224489,0.0,2.88,number ten fresh nelly is waiting on you good night husband.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_6829-68771-0005__T2__SCV3FIX__VOICE-6829_CONTENT-1089-1089-134686-0004__naturalized.wav,1089,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,1089-134686-0004_6829-68771-0005__T2__SCV3FIX__VOICE-6829_CONTENT-1089-1089-134686-0004,True,True,True,0.549407958984375,0.07768375426530838,24000,0.10037615740740741,ok,6829,THE ONLY THING NECESSARY WAS TO FIX SETH REYNOLDS AND THIS HOPKINS ARRANGED PERSONALLY,0.8181818181818182,0.1818181818181818,"No. 10 Fresh Nelly is waiting on you, good night, husband."
,True,0.0,0.0,2.0906666666666665,did master summon me he said entering.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_8463-294828-0016__T1__SCV3FIX__VOICE-1089_CONTENT-8463-8463-294828-0016__naturalized.wav,8463,DID MASTER SUMMON ME HE SAID ENTERING,1089-134686-0004_8463-294828-0016__T1__SCV3FIX__VOICE-1089_CONTENT-8463-8463-294828-0016,True,True,True,0.4727783203125,0.047174423933029175,24000,0.12250876913265306,ok,1089,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,1.0,0.0,Did Master summon me? He said entering.
,True,0.0408163265306122,0.0,3.968,number ten fresh nelly is waiting on you good night husband.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_8463-294828-0016__T2__SCV3FIX__VOICE-8463_CONTENT-1089-1089-134686-0004__naturalized.wav,1089,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,1089-134686-0004_8463-294828-0016__T2__SCV3FIX__VOICE-8463_CONTENT-1089-1089-134686-0004,True,True,True,0.635986328125,0.06687677651643753,24000,0.1285072244623656,ok,8463,DID MASTER SUMMON ME HE SAID ENTERING,0.9090909090909092,0.0909090909090909,number ten fresh nellie is waiting on you good-night husband
,True,0.027027027027027,0.0,4.917333333333334,double nine two three elsinore double nine yes hallo is that you horatio hamlet speaking.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0005_7176-92135-0020__T1__SCV3FIX__VOICE-1089_CONTENT-7176-7176-92135-0020__naturalized.wav,7176,DOUBLE NINE TWO THREE ELSINORE DOUBLE NINE YES HALLO IS THAT YOU HORATIO HAMLET SPEAKING,1089-134686-0005_7176-92135-0020__T1__SCV3FIX__VOICE-1089_CONTENT-7176-7176-92135-0020,True,True,True,0.58160400390625,0.07048269361257553,24000,0.07721834327548807,ok,1089,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,0.9333333333333332,0.0666666666666666,"Double nine, two, three, Elsinore, double nine, yes, hollow, is that you Horatio Hamlet speaking."
,True,0.008695652173913,0.0,9.429333333333334,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0005_7176-92135-0020__T2__SCV3FIX__VOICE-7176_CONTENT-1089-1089-134686-0005__naturalized.wav,1089,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,1089-134686-0005_7176-92135-0020__T2__SCV3FIX__VOICE-7176_CONTENT-1089-1089-134686-0005,True,True,True,0.651580810546875,0.10038763284683228,24000,0.05420584700226244,ok,7176,DOUBLE NINE TWO THREE ELSINORE DOUBLE NINE YES HALLO IS THAT YOU HORATIO HAMLET SPEAKING,0.9545454545454546,0.0454545454545454,"The music came nearer, and he recalled the words, the words of Shelley's fragment upon the moon wandering companionless pale for wariness."
,True,0.0,0.0,2.421333333333333,i am afraid there are no signs here said he.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_1580-141083-0022__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0022__naturalized.wav,1580,I AM AFRAID THERE ARE NO SIGNS HERE SAID HE,1089-134686-0006_1580-141083-0022__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0022,True,True,True,0.866851806640625,0.08908278495073318,24000,0.15218887665198239,ok,1089,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,1.0,0.0,"I am afraid there are no signs here, said he."
,True,0.0,0.0,6.0906666666666665,the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_1580-141083-0022__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0006__naturalized.wav,1089,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,1089-134686-0006_1580-141083-0022__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0006,True,True,True,0.524749755859375,0.04664139822125435,24000,0.06627626970227671,ok,1580,I AM AFRAID THERE ARE NO SIGNS HERE SAID HE,1.0,0.0,"The dull light fell more faintly upon the page, whereon another equation began to unfold itself slowly, and to spread abroad its widening tail."
,True,0.0,0.0,4.48,she considered a moment and then said no i think not though i am glad you ask me.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_4446-2271-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2271-0018__naturalized.wav,4446,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,1089-134686-0006_4446-2271-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2271-0018,True,True,True,0.66253662109375,0.08459468185901642,24000,0.08370535714285714,ok,1089,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,1.0,0.0,"She considered a moment, and then said, No, I think not, though I am glad you ask me."
,True,0.0,0.0,6.272,the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_4446-2271-0018__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134686-0006__naturalized.wav,1089,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,1089-134686-0006_4446-2271-0018__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134686-0006,True,True,True,0.45831298828125,0.06452289968729019,24000,0.05848081420068027,ok,4446,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,1.0,0.0,The dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail.
,True,0.0446428571428571,0.0,7.413333333333333,the hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_1995-1836-0000__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0000__naturalized.wav,1995,THE HON CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLY'S WALL STREET OFFICE AND HIS FACE WAS PALE,1089-134686-0007_1995-1836-0000__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0000,True,True,True,0.660247802734375,0.06320196390151978,24000,0.044373875899280574,ok,1089,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,0.9090909090909092,0.0909090909090909,"The Han Charles Smith, Miss Sarah's brother, was walking swiftly uptown from Mr. Easterly's Wall Street office, and his face was pale."
,True,0.0,0.0,3.4133333333333336,a cold lucid indifference reigned in his soul.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_1995-1836-0000__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0007__naturalized.wav,1089,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,1089-134686-0007_1995-1836-0000__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0007,True,True,True,0.281036376953125,0.06075815483927727,24000,0.08651123046875,ok,1995,THE HON CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLY'S WALL STREET OFFICE AND HIS FACE WAS PALE,1.0,0.0,A cold lucid indifference reigned in his soul.
,True,0.0,0.0,5.92,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_7021-85628-0018__T1__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0018__naturalized.wav,7021,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE KNITTED IT HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME,1089-134686-0007_7021-85628-0018__T1__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0018,True,True,True,0.625030517578125,0.0722828358411789,24000,0.0784839527027027,ok,1089,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,1.0,0.0,"and it is made of mother's best yarn, and she knitted it herself, and everybody wants to get it away from me."
,True,0.0,0.0,2.368,a cold lucid indifference reigned in his soul.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_7021-85628-0018__T2__SCV3FIX__VOICE-7021_CONTENT-1089-1089-134686-0007__naturalized.wav,1089,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,1089-134686-0007_7021-85628-0018__T2__SCV3FIX__VOICE-7021_CONTENT-1089-1089-134686-0007,True,True,True,0.53741455078125,0.07512709498405457,24000,0.08725717905405406,ok,7021,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE KNITTED IT HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME,1.0,0.0,"A cold, lucid indifference reigned in his soul."
,True,0.0,0.0,3.8613333333333335,you will allow me to suggest said he that that is a matter of opinion.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_8455-210777-0052__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0052__naturalized.wav,8455,YOU WILL ALLOW ME TO SUGGEST SAID HE THAT THAT IS A MATTER OF OPINION,1089-134686-0007_8455-210777-0052__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0052,True,True,True,0.68212890625,0.07865487784147263,24000,0.08204204074585636,ok,1089,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,1.0,0.0,"You will allow me to suggest, said he, that that is a matter of opinion."
,True,0.0,0.0,2.3253333333333335,a cold lucid indifference reigned in his soul.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_8455-210777-0052__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0007__naturalized.wav,1089,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,1089-134686-0007_8455-210777-0052__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0007,True,True,True,0.5374755859375,0.08029606193304062,24000,0.1047340883027523,ok,8455,YOU WILL ALLOW ME TO SUGGEST SAID HE THAT THAT IS A MATTER OF OPINION,1.0,0.0,A cold lucid indifference reigned in his soul.
,True,0.0,0.0,4.2026666666666666,in autumn the wood cutters always came and felled some of the largest trees.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0008_672-122797-0007__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0007__naturalized.wav,672,IN AUTUMN THE WOOD CUTTERS ALWAYS CAME AND FELLED SOME OF THE LARGEST TREES,1089-134686-0008_672-122797-0007__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0007,True,True,True,0.61602783203125,0.06298045068979263,24000,0.08571938451776649,ok,1089,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,0.888888888888889,0.1428571428571428,"In autumn, the woodcutters always came and felled some of the largest trees."
,True,0.0126582278481012,0.0,8.469333333333333,the chaos in which his ardour extinguished itself was a cold indifferent knowledge of himself.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0008_672-122797-0007__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134686-0008__naturalized.wav,1089,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,1089-134686-0008_672-122797-0007__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134686-0008,True,True,True,0.51470947265625,0.04665547236800194,24000,0.12061653809823678,ok,672,IN AUTUMN THE WOOD CUTTERS ALWAYS CAME AND FELLED SOME OF THE LARGEST TREES,0.9333333333333332,0.0666666666666666,the chaos in which his ardor extinguished itself was a cold indifferent knowledge of himself
,True,0.0,0.0,2.421333333333333,familiarity is a feeling capable of degrees.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0008_8230-279154-0012__T1__SCV3FIX__VOICE-1089_CONTENT-8230-8230-279154-0012__naturalized.wav,8230,FAMILIARITY IS A FEELING CAPABLE OF DEGREES,1089-134686-0008_8230-279154-0012__T1__SCV3FIX__VOICE-1089_CONTENT-8230-8230-279154-0012,True,True,True,0.59857177734375,0.07131915539503098,24000,0.10361026982378854,ok,1089,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,1.0,0.0,Familiarity is a feeling capable of degrees.
,True,0.0126582278481012,0.0,5.461333333333333,the chaos in which his ardour extinguished itself was a cold indifferent knowledge of himself.,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0008_8230-279154-0012__T2__SCV3FIX__VOICE-8230_CONTENT-1089-1089-134686-0008__naturalized.wav,1089,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,1089-134686-0008_8230-279154-0012__T2__SCV3FIX__VOICE-8230_CONTENT-1089-1089-134686-0008,True,True,True,0.63775634765625,0.07537621259689331,24000,0.0792236328125,ok,8230,FAMILIARITY IS A FEELING CAPABLE OF DEGREES,0.9333333333333332,0.0666666666666666,"The chaos in which his ardor extinguished itself was a cold, indifferent knowledge of himself."
