cue,key,selection_group,audio_type,sisnr_i,content_mismatch_rate,joint_content_waveform_rate,speaker_mismatch_rate_1s,reference_text,asr_text,wer_to_target,token_f1_to_target,path
tfmap,8463-294828-0027_5683-32866-0030__T1__SCV2TTS__8463-8463-294828-0027__VOICE__5683,extreme_failure,target_clean,-13.86705475681627,0.9,0.9,0.3,I LEFT INSTRUCTIONS FOR SHIPPING MY CONTAINERS OF STUFFED ANIMALS AND DRIED PLANTS TO PARIS FRANCE,I LEFT INSTRUCTIONS FOR SHIPPING MY CONTAINERS OF STUFFED ANIMALS AND DRIED PLANTS TO PARIS FRANCE,0.0,1.0,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/8463-294828-0027_5683-32866-0030__T1__SCV2TTS__8463-8463-294828-0027__VOICE__5683.wav
tfmap,8463-294828-0027_5683-32866-0030__T1__SCV2TTS__8463-8463-294828-0027__VOICE__5683,extreme_failure,synthetic_interferer,-13.86705475681627,0.9,0.9,0.3,I LEFT INSTRUCTIONS FOR SHIPPING MY CONTAINERS OF STUFFED ANIMALS AND DRIED PLANTS TO PARIS FRANCE,I LEFT IN HIS DARTIAN SCARAS FAR SHON MY COATI NURSE OSTOFF AT ANIMALS ANDERA DIPOLENTZ TOPRENCI,0.9375,0.24242424242424243,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/8463-294828-0027_5683-32866-0030__T1__SCV2TTS__8463-8463-294828-0027__VOICE__5683.wav
tfmap,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,extreme_failure,est,-13.840309923473368,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,AARAS  COMPREGEMPHIA PRENTAGE M,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
tfmap,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,extreme_failure,target_clean,-13.840309923473368,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,WHO IS U,0.7142857142857143,0.4,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
tfmap,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,extreme_failure,synthetic_interferer,-13.840309923473368,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,I'LWASK A COM PREDEN PIAZSKA DITCH M,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
tfmap,4446-2275-0000_8555-284447-0013__T1__SCV2TTS__4446-4446-2275-0000__VOICE__8555,extreme_failure,est,-13.744494088924638,0.8181818181818182,0.8181818181818182,0.0,THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERSEY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE,BU QUIEXTORTLY TO CONTEMN TOLOSE BUAMAD UNWITH AN WHEN SHE HAD SLENTO TARO AMEN,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/4446-2275-0000_8555-284447-0013__T1__SCV2TTS__4446-4446-2275-0000__VOICE__8555.wav
tfmap,4446-2275-0000_8555-284447-0013__T1__SCV2TTS__4446-4446-2275-0000__VOICE__8555,extreme_failure,target_clean,-13.744494088924638,0.8181818181818182,0.8181818181818182,0.0,THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERSEY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE,THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERCY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE,0.05,0.9500000000000001,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/4446-2275-0000_8555-284447-0013__T1__SCV2TTS__4446-4446-2275-0000__VOICE__8555.wav
tfmap,4446-2275-0000_8555-284447-0013__T1__SCV2TTS__4446-4446-2275-0000__VOICE__8555,extreme_failure,synthetic_interferer,-13.744494088924638,0.8181818181818182,0.8181818181818182,0.0,THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERSEY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE,YUR TEARSTO EIGHTY CONDETERMINTED TE USPESIGU A SHI MADEDOLETA TAING A CHERSHE NOT A DALOD AAMPTIENCY,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/4446-2275-0000_8555-284447-0013__T1__SCV2TTS__4446-4446-2275-0000__VOICE__8555.wav
tfmap,1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320,content_drift,est,-17.58183070271245,1.0,1.0,0.0,I AM BY NO MEANS OLD SAID THE FIR TREE,BTHEAVE BENOTH WI TAKI HO,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320.wav
tfmap,1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320,content_drift,target_clean,-17.58183070271245,1.0,1.0,0.0,I AM BY NO MEANS OLD SAID THE FIR TREE,I AM,0.8,0.33333333333333337,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320.wav
tfmap,1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320,content_drift,synthetic_interferer,-17.58183070271245,1.0,1.0,0.0,I AM BY NO MEANS OLD SAID THE FIR TREE,BUT EVIDENCE WAS AVTYFONT,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1320-122617-0015_672-122797-0051__T2__SCV2TTS__672-672-122797-0051__VOICE__1320.wav
tfmap,6829-68771-0014_4446-2273-0027__T2__SCV2TTS__4446-4446-2273-0027__VOICE__6829,content_drift,est,-16.28283549543915,1.0,1.0,0.0,WHEN SHE FINISHED ALEXANDER SHOOK HIMSELF OUT OF A REVERIE,TEN E CAN'T FINISH A SHARE LIKE A CRICKER IT I AWFUL F ADA,1.4,0.08333333333333333,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/6829-68771-0014_4446-2273-0027__T2__SCV2TTS__4446-4446-2273-0027__VOICE__6829.wav
tfmap,6829-68771-0014_4446-2273-0027__T2__SCV2TTS__4446-4446-2273-0027__VOICE__6829,content_drift,target_clean,-16.28283549543915,1.0,1.0,0.0,WHEN SHE FINISHED ALEXANDER SHOOK HIMSELF OUT OF A REVERIE,WHEN SHE FINISHED ALEXANDER SHOOK HIMSELF OUT OF A,0.1,0.9473684210526316,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/6829-68771-0014_4446-2273-0027__T2__SCV2TTS__4446-4446-2273-0027__VOICE__6829.wav
tfmap,6829-68771-0014_4446-2273-0027__T2__SCV2TTS__4446-4446-2273-0027__VOICE__6829,content_drift,synthetic_interferer,-16.28283549543915,1.0,1.0,0.0,WHEN SHE FINISHED ALEXANDER SHOOK HIMSELF OUT OF A REVERIE,THE VICAT OF FIRNIS E SHI ALOCOX O HURCH IS LELPHO FOR AVALA,1.3,0.08695652173913043,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/6829-68771-0014_4446-2273-0027__T2__SCV2TTS__4446-4446-2273-0027__VOICE__6829.wav
tfmap,672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455,content_drift,est,-15.946709162941344,1.0,1.0,0.0,IT IS A VERY STUPID STORY,STUPESTOA,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455.wav
tfmap,672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455,content_drift,target_clean,-15.946709162941344,1.0,1.0,0.0,IT IS A VERY STUPID STORY,IT IS,0.6666666666666666,0.5,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455.wav
tfmap,672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455,content_drift,synthetic_interferer,-15.946709162941344,1.0,1.0,0.0,IT IS A VERY STUPID STORY,STUPANISTOA,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/672-122797-0060_8455-210777-0038__T1__SCV2TTS__672-672-122797-0060__VOICE__8455.wav
tfmap,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,content_drift,est,-13.840309923473368,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,AARAS  COMPREGEMPHIA PRENTAGE M,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
tfmap,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,content_drift,target_clean,-13.840309923473368,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,WHO IS U,0.7142857142857143,0.4,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
tfmap,7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176,content_drift,synthetic_interferer,-13.840309923473368,1.0,1.0,0.0,WHO IS HUMPY DUMPY ASKED THE MICE,I'LWASK A COM PREDEN PIAZSKA DITCH M,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/7176-88083-0013_672-122797-0058__T2__SCV2TTS__672-672-122797-0058__VOICE__7176.wav
tfmap,8230-279154-0027_672-122797-0057__T2__SCV2TTS__672-672-122797-0057__VOICE__8230,content_drift,est,-13.69356431090492,1.0,1.0,0.0,YES IN REALITY THOSE WERE HAPPY TIMES,WEAS NAME WISAW THWART IF YOU FIM,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/8230-279154-0027_672-122797-0057__T2__SCV2TTS__672-672-122797-0057__VOICE__8230.wav
tfmap,8230-279154-0027_672-122797-0057__T2__SCV2TTS__672-672-122797-0057__VOICE__8230,content_drift,target_clean,-13.69356431090492,1.0,1.0,0.0,YES IN REALITY THOSE WERE HAPPY TIMES,YES IN,0.7142857142857143,0.4444444444444445,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/8230-279154-0027_672-122797-0057__T2__SCV2TTS__672-672-122797-0057__VOICE__8230.wav
tfmap,8230-279154-0027_672-122797-0057__T2__SCV2TTS__672-672-122797-0057__VOICE__8230,content_drift,synthetic_interferer,-13.69356431090492,1.0,1.0,0.0,YES IN REALITY THOSE WERE HAPPY TIMES,BUESAN ALECOSUR TEPITAMS,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/8230-279154-0027_672-122797-0057__T2__SCV2TTS__672-672-122797-0057__VOICE__8230.wav
tfmap,2094-142345-0023_4507-16021-0002__T2__SCV2TTS__4507-4507-16021-0002__VOICE__2094,content_drift,est,-13.45832785224237,1.0,1.0,0.0,THUS IDLENESS IS THE MOTHER,UT A LILE ARE,1.0,0.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/2094-142345-0023_4507-16021-0002__T2__SCV2TTS__4507-4507-16021-0002__VOICE__2094.wav
tfmap,2094-142345-0023_4507-16021-0002__T2__SCV2TTS__4507-4507-16021-0002__VOICE__2094,content_drift,target_clean,-13.45832785224237,1.0,1.0,0.0,THUS IDLENESS IS THE MOTHER,THUS,0.8,0.33333333333333337,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/2094-142345-0023_4507-16021-0002__T2__SCV2TTS__4507-4507-16021-0002__VOICE__2094.wav
tfmap,2094-142345-0023_4507-16021-0002__T2__SCV2TTS__4507-4507-16021-0002__VOICE__2094,content_drift,synthetic_interferer,-13.45832785224237,1.0,1.0,0.0,THUS IDLENESS IS THE MOTHER,MASSISLE LA,1.0,0.0,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/2094-142345-0023_4507-16021-0002__T2__SCV2TTS__4507-4507-16021-0002__VOICE__2094.wav
tfmap,1995-1836-0012_4446-2275-0034__T2__SCV2TTS__4446-4446-2275-0034__VOICE__1995,content_drift,est,-13.023572418364513,1.0,1.0,0.0,KEEP AWAY IF YOU WISH WHEN HAVE I EVER FOLLOWED YOU,AYL IF I YOU MESSMIN LIKE AAR VOLIN,0.9090909090909091,0.3157894736842105,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1995-1836-0012_4446-2275-0034__T2__SCV2TTS__4446-4446-2275-0034__VOICE__1995.wav
tfmap,1995-1836-0012_4446-2275-0034__T2__SCV2TTS__4446-4446-2275-0034__VOICE__1995,content_drift,target_clean,-13.023572418364513,1.0,1.0,0.0,KEEP AWAY IF YOU WISH WHEN HAVE I EVER FOLLOWED YOU,KEEP AWAY IF YOU WISH WHEN HAVE I EVER FOLLOWED Y,0.09090909090909091,0.9090909090909091,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1995-1836-0012_4446-2275-0034__T2__SCV2TTS__4446-4446-2275-0034__VOICE__1995.wav
