key,path,status,gen_text,gen_text_for_tts,target_text,interferer_text,target_spk,interferer_spk,pass_audio,sample_rate,duration,rms,peak,silence_rate,clip_rate_0p99,audio_error,whisper_text,wer_to_gen,cer_to_gen,token_f1_to_gen,pass_asr
1089-134686-0004_6829-68771-0005__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0005,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_6829-68771-0005__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0005__naturalized.wav,ok,THE ONLY THING NECESSARY WAS TO FIX SETH REYNOLDS AND THIS HOPKINS ARRANGED PERSONALLY,the only thing necessary was to fix seth reynolds and this hopkins arranged personally.,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,THE ONLY THING NECESSARY WAS TO FIX SETH REYNOLDS AND THIS HOPKINS ARRANGED PERSONALLY,1089,6829,True,24000,4.810666666666667,0.0622178502380847,0.763763427734375,0.0612614329268292,0.0,,The only thing necessary was to fix Seth Reynolds and this Hopkins arranged personally.,0.0,0.0,1.0,True
1089-134686-0004_6829-68771-0005__T2__SCV3FIX__VOICE-6829_CONTENT-1089-1089-134686-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_6829-68771-0005__T2__SCV3FIX__VOICE-6829_CONTENT-1089-1089-134686-0004__naturalized.wav,ok,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,number ten fresh nelly is waiting on you good night husband.,THE ONLY THING NECESSARY WAS TO FIX SETH REYNOLDS AND THIS HOPKINS ARRANGED PERSONALLY,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,6829,1089,True,24000,2.88,0.0776837542653083,0.549407958984375,0.1003761574074074,0.0,,"No. 10 Fresh Nelly is waiting on you, good night, husband.",0.1818181818181818,0.1632653061224489,0.8181818181818182,True
1089-134686-0004_8463-294828-0016__T1__SCV3FIX__VOICE-1089_CONTENT-8463-8463-294828-0016,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_8463-294828-0016__T1__SCV3FIX__VOICE-1089_CONTENT-8463-8463-294828-0016__naturalized.wav,ok,DID MASTER SUMMON ME HE SAID ENTERING,did master summon me he said entering.,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,DID MASTER SUMMON ME HE SAID ENTERING,1089,8463,True,24000,2.0906666666666665,0.0471744239330291,0.4727783203125,0.122508769132653,0.0,,Did Master summon me? He said entering.,0.0,0.0,1.0,True
1089-134686-0004_8463-294828-0016__T2__SCV3FIX__VOICE-8463_CONTENT-1089-1089-134686-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0004_8463-294828-0016__T2__SCV3FIX__VOICE-8463_CONTENT-1089-1089-134686-0004__naturalized.wav,ok,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,number ten fresh nelly is waiting on you good night husband.,DID MASTER SUMMON ME HE SAID ENTERING,NUMBER TEN FRESH NELLY IS WAITING ON YOU GOOD NIGHT HUSBAND,8463,1089,True,24000,3.968,0.0668767765164375,0.635986328125,0.1285072244623656,0.0,,number ten fresh nellie is waiting on you good-night husband,0.0909090909090909,0.0408163265306122,0.9090909090909092,True
1089-134686-0005_7176-92135-0020__T1__SCV3FIX__VOICE-1089_CONTENT-7176-7176-92135-0020,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0005_7176-92135-0020__T1__SCV3FIX__VOICE-1089_CONTENT-7176-7176-92135-0020__naturalized.wav,ok,DOUBLE NINE TWO THREE ELSINORE DOUBLE NINE YES HALLO IS THAT YOU HORATIO HAMLET SPEAKING,double nine two three elsinore double nine yes hallo is that you horatio hamlet speaking.,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,DOUBLE NINE TWO THREE ELSINORE DOUBLE NINE YES HALLO IS THAT YOU HORATIO HAMLET SPEAKING,1089,7176,True,24000,4.917333333333334,0.0704826936125755,0.58160400390625,0.077218343275488,0.0,,"Double nine, two, three, Elsinore, double nine, yes, hollow, is that you Horatio Hamlet speaking.",0.0666666666666666,0.027027027027027,0.9333333333333332,True
1089-134686-0005_7176-92135-0020__T2__SCV3FIX__VOICE-7176_CONTENT-1089-1089-134686-0005,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0005_7176-92135-0020__T2__SCV3FIX__VOICE-7176_CONTENT-1089-1089-134686-0005__naturalized.wav,ok,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,the music came nearer and he recalled the words the words of shelley's fragment upon the moon wandering companionless pale for weariness.,DOUBLE NINE TWO THREE ELSINORE DOUBLE NINE YES HALLO IS THAT YOU HORATIO HAMLET SPEAKING,THE MUSIC CAME NEARER AND HE RECALLED THE WORDS THE WORDS OF SHELLEY'S FRAGMENT UPON THE MOON WANDERING COMPANIONLESS PALE FOR WEARINESS,7176,1089,True,24000,9.429333333333334,0.1003876328468322,0.651580810546875,0.0542058470022624,0.0,,"The music came nearer, and he recalled the words, the words of Shelley's fragment upon the moon wandering companionless pale for wariness.",0.0454545454545454,0.008695652173913,0.9545454545454546,True
1089-134686-0006_1580-141083-0022__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0022,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_1580-141083-0022__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0022__naturalized.wav,ok,I AM AFRAID THERE ARE NO SIGNS HERE SAID HE,i am afraid there are no signs here said he.,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,I AM AFRAID THERE ARE NO SIGNS HERE SAID HE,1089,1580,True,24000,2.421333333333333,0.0890827849507331,0.866851806640625,0.1521888766519823,0.0,,"I am afraid there are no signs here, said he.",0.0,0.0,1.0,True
1089-134686-0006_1580-141083-0022__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0006,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_1580-141083-0022__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0006__naturalized.wav,ok,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail.,I AM AFRAID THERE ARE NO SIGNS HERE SAID HE,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,1580,1089,True,24000,6.0906666666666665,0.0466413982212543,0.524749755859375,0.0662762697022767,0.0,,"The dull light fell more faintly upon the page, whereon another equation began to unfold itself slowly, and to spread abroad its widening tail.",0.0,0.0,1.0,True
1089-134686-0006_4446-2271-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2271-0018,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_4446-2271-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2271-0018__naturalized.wav,ok,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,she considered a moment and then said no i think not though i am glad you ask me.,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,1089,4446,True,24000,4.48,0.0845946818590164,0.66253662109375,0.0837053571428571,0.0,,"She considered a moment, and then said, No, I think not, though I am glad you ask me.",0.0,0.0,1.0,True
1089-134686-0006_4446-2271-0018__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134686-0006,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0006_4446-2271-0018__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134686-0006__naturalized.wav,ok,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail.,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,THE DULL LIGHT FELL MORE FAINTLY UPON THE PAGE WHEREON ANOTHER EQUATION BEGAN TO UNFOLD ITSELF SLOWLY AND TO SPREAD ABROAD ITS WIDENING TAIL,4446,1089,True,24000,6.272,0.0645228996872901,0.45831298828125,0.0584808142006802,0.0,,The dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail.,0.0,0.0,1.0,True
1089-134686-0007_1995-1836-0000__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0000,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_1995-1836-0000__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0000__naturalized.wav,ok,THE HON CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLY'S WALL STREET OFFICE AND HIS FACE WAS PALE,the hon charles smith miss sarah's brother was walking swiftly uptown from mister easterly's wall street office and his face was pale.,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,THE HON CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLY'S WALL STREET OFFICE AND HIS FACE WAS PALE,1089,1995,True,24000,7.413333333333333,0.0632019639015197,0.660247802734375,0.0443738758992805,0.0,,"The Han Charles Smith, Miss Sarah's brother, was walking swiftly uptown from Mr. Easterly's Wall Street office, and his face was pale.",0.0909090909090909,0.0446428571428571,0.9090909090909092,True
1089-134686-0007_1995-1836-0000__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_1995-1836-0000__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0007__naturalized.wav,ok,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,a cold lucid indifference reigned in his soul.,THE HON CHARLES SMITH MISS SARAH'S BROTHER WAS WALKING SWIFTLY UPTOWN FROM MISTER EASTERLY'S WALL STREET OFFICE AND HIS FACE WAS PALE,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,1995,1089,True,24000,3.4133333333333336,0.0607581548392772,0.281036376953125,0.08651123046875,0.0,,A cold lucid indifference reigned in his soul.,0.0,0.0,1.0,True
1089-134686-0007_7021-85628-0018__T1__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0018,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_7021-85628-0018__T1__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0018__naturalized.wav,ok,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE KNITTED IT HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME,and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me.,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE KNITTED IT HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME,1089,7021,True,24000,5.92,0.0722828358411789,0.625030517578125,0.0784839527027027,0.0,,"and it is made of mother's best yarn, and she knitted it herself, and everybody wants to get it away from me.",0.0,0.0,1.0,True
1089-134686-0007_7021-85628-0018__T2__SCV3FIX__VOICE-7021_CONTENT-1089-1089-134686-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_7021-85628-0018__T2__SCV3FIX__VOICE-7021_CONTENT-1089-1089-134686-0007__naturalized.wav,ok,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,a cold lucid indifference reigned in his soul.,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE KNITTED IT HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,7021,1089,True,24000,2.368,0.0751270949840545,0.53741455078125,0.087257179054054,0.0,,"A cold, lucid indifference reigned in his soul.",0.0,0.0,1.0,True
1089-134686-0007_8455-210777-0052__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0052,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_8455-210777-0052__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0052__naturalized.wav,ok,YOU WILL ALLOW ME TO SUGGEST SAID HE THAT THAT IS A MATTER OF OPINION,you will allow me to suggest said he that that is a matter of opinion.,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,YOU WILL ALLOW ME TO SUGGEST SAID HE THAT THAT IS A MATTER OF OPINION,1089,8455,True,24000,3.8613333333333335,0.0786548778414726,0.68212890625,0.0820420407458563,0.0,,"You will allow me to suggest, said he, that that is a matter of opinion.",0.0,0.0,1.0,True
1089-134686-0007_8455-210777-0052__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0007_8455-210777-0052__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0007__naturalized.wav,ok,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,a cold lucid indifference reigned in his soul.,YOU WILL ALLOW ME TO SUGGEST SAID HE THAT THAT IS A MATTER OF OPINION,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,8455,1089,True,24000,2.325333333333333,0.0802960619330406,0.5374755859375,0.1047340883027523,0.0,,A cold lucid indifference reigned in his soul.,0.0,0.0,1.0,True
1089-134686-0008_672-122797-0007__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0008_672-122797-0007__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0007__naturalized.wav,ok,IN AUTUMN THE WOOD CUTTERS ALWAYS CAME AND FELLED SOME OF THE LARGEST TREES,in autumn the wood cutters always came and felled some of the largest trees.,THE CHAOS IN WHICH HIS ARDOUR EXTINGUISHED ITSELF WAS A COLD INDIFFERENT KNOWLEDGE OF HIMSELF,IN AUTUMN THE WOOD CUTTERS ALWAYS CAME AND FELLED SOME OF THE LARGEST TREES,1089,672,True,24000,4.2026666666666666,0.0629804506897926,0.61602783203125,0.0857193845177664,0.0,,"In autumn, the woodcutters always came and felled some of the largest trees.",0.1428571428571428,0.0,0.888888888888889,True
