key,mix_path,target_path,interferer_path,aux_path,est_path,sample_rate,num_samples,si_snr_mix,si_snr_est,si_snri,si_sdr_mix,si_sdr_est,si_sdri,error
1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0036__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0036__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0036__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0036__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0036__SIRm3.wav,16000,51712,-2.9151241018003966,16.482556842418298,19.397680944218692,-2.9151241018003966,16.482556842418298,19.397680944218692,
1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2275-0023__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2275-0023__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2275-0023__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2275-0023__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/6829/68771/6829-68771-0029.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2275-0023__SIRm3.wav,16000,60800,-2.885233471959352,15.174947738316543,18.060181210275896,-2.885233471959352,15.174947738316543,18.060181210275896,
1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0026__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0026__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0026__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0026__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0026__SIRm3.wav,16000,83328,-3.366813190455149,16.126136392237953,19.4929495826931,-3.366813190455149,16.126136392237953,19.4929495826931,
1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41806-0013__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41806-0013__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41806-0013__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41806-0013__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/8463/294828/8463-294828-0003.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41806-0013__SIRm3.wav,16000,52608,-2.9325841847446443,17.774911449438115,20.70749563418276,-2.9325841847446443,17.774911449438115,20.70749563418276,
1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0016__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0016__SIRm3.wav,16000,154112,-3.235289038400793,15.704269985055372,18.93955902345617,-3.235289038400793,15.704269985055372,18.93955902345617,
1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0024__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0024__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0024__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0024__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/7176/88083/7176-88083-0024.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0024__SIRm3.wav,16000,114560,-3.0092129441776305,15.16575384654468,18.174966790722312,-3.0092129441776305,15.16575384654468,18.174966790722312,
1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0039__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0039__SIRm3.wav,16000,73344,-2.335141069115133,15.62180370383539,17.95694477295052,-2.335141069115133,15.62180370383539,17.95694477295052,
1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0015__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0015__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0015__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0015__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1580/141083/1580-141083-0006.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0015__SIRm3.wav,16000,52608,-2.977456230793931,15.57268764947397,18.5501438802679,-2.977456230793931,15.57268764947397,18.5501438802679,
1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0040__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0040__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0040__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0040__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0040__SIRm3.wav,16000,168832,-2.774198943448032,15.850472521889532,18.624671465337563,-2.774198943448032,15.850472521889532,18.624671465337563,
1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-41806-0003__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-41806-0003__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-41806-0003__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-41806-0003__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/4446/2273/4446-2273-0008.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-41806-0003__SIRm3.wav,16000,91392,-3.217241754057296,-22.96160692698852,-19.744365172931225,-3.217241754057296,-22.96160692698852,-19.744365172931225,
1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0000__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0000__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0000__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0000__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0000__SIRm3.wav,16000,68352,-3.0314390247795453,15.365636819814872,18.39707584459442,-3.0314390247795453,15.365636819814872,18.39707584459442,
1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0030__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0030__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0030__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0030__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1995/1837/1995-1837-0025.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0030__SIRm3.wav,16000,143232,-3.0673746941523268,13.361510662939684,16.42888535709201,-3.0673746941523268,13.361510662939684,16.42888535709201,
1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0031__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/mix_clean/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0031__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s1/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0031__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sirm3db/test/s2/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0031__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sirm3db/full_infer/est_wavs/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0031__SIRm3.wav,16000,68352,-2.8132226397336586,16.070286361134688,18.883509000868347,-2.8132226397336586,16.070286361134688,18.883509000868347,
