condition,key,sisnr_i,relative_band,condition_p10,condition_median,condition_p75,failure_cause,primary_mismatch_rate,secondary_mismatch_rate,ecapa_mismatch_rate,ecapa_true_swap_rate,local_wave_gap_mean,speaker_similarity,target_spk,interferer_spk,waveform_interferer_rate,ecapa_speaker_mismatch_rate,content_similarity
similar_speaker,1089-134686-0011_1320-122612-0004__T1__1089-1089-134686-0011__SIM__8230-8230-279154-0041,21.620772092004273,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.2608695652173913,0.0,58.75383360902037,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0011_1320-122612-0004__T2__1320-1320-122612-0004__SIM__5105-5105-28241-0019,21.093544035362598,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.3333333333333333,0.3333333333333333,0.0,62.01532943373044,0.49767372012138367,1320,5105,,,
similar_speaker,1089-134686-0013_3570-5695-0000__T1__1089-1089-134686-0013__SIM__8230-8230-279154-0034,19.196055743764784,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.07142857142857142,0.0,50.82781016631106,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0013_3570-5695-0000__T2__3570-3570-5695-0000__SIM__2961-2961-961-0008,18.26999321181772,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.125,0.0,48.21519979285305,0.5091915130615234,3570,2961,,,
similar_speaker,1089-134686-0013_7127-75946-0007__T1__1089-1089-134686-0013__SIM__8230-8230-279154-0015,19.993044851339636,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.07142857142857142,0.0,52.399416301996474,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0013_7127-75946-0007__T2__7127-7127-75946-0007__SIM__8455-8455-210777-0009,17.22526485811216,below_median,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.25,0.25,0.0,56.00173828559747,0.42511478066444397,7127,8455,,,
similar_speaker,1089-134686-0015_4970-29093-0003__T1__1089-1089-134686-0015__SIM__8230-8230-279154-0001,21.72492852732151,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,50.96450022392302,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0015_4970-29093-0003__T2__4970-4970-29093-0003__SIM__6829-6829-68771-0032,22.293664997810165,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.08333333333333333,0.3333333333333333,0.0,60.502706811234496,0.40176182985305786,4970,6829,,,
similar_speaker,1089-134686-0015_5142-33396-0067__T1__1089-1089-134686-0015__SIM__8230-8230-279154-0024,24.232290637907195,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,60.73889201587912,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0015_5142-33396-0067__T2__5142-5142-33396-0067__SIM__4970-4970-29093-0009,23.247181483884187,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.2,0.0,53.6294246073946,0.3367147445678711,5142,4970,,,
similar_speaker,1089-134686-0016_672-122797-0004__T1__1089-1089-134686-0016__SIM__8230-8230-279154-0029,20.964768527324896,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,54.88659727935732,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0016_672-122797-0004__T2__672-672-122797-0004__SIM__260-260-123286-0011,13.435937010549095,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.14285714285714285,0.0,55.102423196515346,0.5427588224411011,672,260,,,
similar_speaker,1089-134686-0017_1580-141084-0045__T1__1089-1089-134686-0017__SIM__8230-8230-279154-0031,22.05307961899478,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0625,0.0,56.650132012839514,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0017_1580-141084-0045__T2__1580-1580-141084-0045__SIM__4446-4446-2273-0001,13.672055166817396,below_median,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.3333333333333333,0.0,41.2150729763635,0.42495131492614746,1580,4446,,,
similar_speaker,1089-134686-0019_5142-33396-0021__T1__1089-1089-134686-0019__SIM__8230-8230-279154-0018,22.018530991454185,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.045454545454545456,0.22727272727272727,0.0,51.86043241429272,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0019_5142-33396-0021__T2__5142-5142-33396-0021__SIM__4970-4970-29095-0033,22.2117539537417,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,57.078255876570495,0.3367147445678711,5142,4970,,,
similar_speaker,1089-134686-0021_4992-41797-0018__T1__1089-1089-134686-0021__SIM__8230-8230-279154-0001,22.778203833090455,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.5,0.0,57.62022250386779,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0021_4992-41797-0018__T2__4992-4992-41797-0018__SIM__4446-4446-2273-0024,18.55015385594266,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.5,0.0,52.78131412704907,0.4965977966785431,4992,4446,,,
similar_speaker,1089-134686-0022_1580-141083-0044__T1__1089-1089-134686-0022__SIM__8230-8230-279154-0032,23.11840795803567,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.3333333333333333,0.0,52.259938507209085,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0022_1580-141083-0044__T2__1580-1580-141083-0044__SIM__4446-4446-2273-0027,18.66942700501503,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,57.09502194261128,0.42495131492614746,1580,4446,,,
similar_speaker,1089-134686-0022_8455-210777-0023__T1__1089-1089-134686-0022__SIM__8230-8230-279154-0005,21.91725300744026,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.35714285714285715,0.0,56.276776383678154,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0022_8455-210777-0023__T2__8455-8455-210777-0023__SIM__1320-1320-122617-0023,20.351260846816313,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.25,0.0,45.710339207603795,0.4503328502178192,8455,1320,,,
similar_speaker,1089-134686-0023_6829-68771-0020__T1__1089-1089-134686-0023__SIM__8230-8230-279154-0007,21.936415235501,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.32,0.0,55.466489062831876,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0023_6829-68771-0020__T2__6829-6829-68771-0020__SIM__4970-4970-29095-0016,20.784711461218887,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.5,0.0,57.48364034531507,0.40176182985305786,6829,4970,,,
similar_speaker,1089-134686-0024_1995-1836-0013__T1__1089-1089-134686-0024__SIM__8230-8230-279154-0028,21.23382087673704,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.18181818181818182,0.0,55.37155087743005,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0024_1995-1836-0013__T2__1995-1995-1836-0013__SIM__2094-2094-142345-0021,22.257975169337712,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.1111111111111111,0.8888888888888888,0.0,60.140728552681466,0.399920254945755,1995,2094,,,
similar_speaker,1089-134686-0024_5683-32865-0016__T1__1089-1089-134686-0024__SIM__8230-8230-279154-0026,21.087492636918046,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.11764705882352941,0.0,48.035856659627086,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0024_5683-32865-0016__T2__5683-5683-32865-0016__SIM__237-237-126133-0012,22.07911189514619,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.8,0.0,56.53174100394939,0.47831958532333374,5683,237,,,
similar_speaker,1089-134686-0024_7176-92135-0042__T1__1089-1089-134686-0024__SIM__8230-8230-279154-0001,19.296839573377248,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.13636363636363635,0.0,54.50192124543221,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0024_7176-92135-0042__T2__7176-7176-92135-0042__SIM__61-61-70970-0009,19.99529495665868,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,1.0,0.0,50.590533303772176,0.5299987196922302,7176,61,,,
similar_speaker,1089-134686-0025_7127-75947-0035__T1__1089-1089-134686-0025__SIM__8230-8230-279154-0034,21.54680825116526,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.4166666666666667,0.0,54.6805918512545,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0025_7127-75947-0035__T2__7127-7127-75947-0035__SIM__8455-8455-210777-0070,17.769583490880535,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,46.3810370943199,0.42511478066444397,7127,8455,,,
similar_speaker,1089-134686-0026_8224-274384-0010__T1__1089-1089-134686-0026__SIM__8230-8230-279154-0023,20.193925366822842,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,48.79387897220744,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0026_8224-274384-0010__T2__8224-8224-274384-0010__SIM__672-672-122797-0058,15.259484394679259,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,41.44362457979736,0.2869231104850769,8224,672,,,
similar_speaker,1089-134686-0028_6829-68771-0025__T1__1089-1089-134686-0028__SIM__8230-8230-279154-0040,21.12905660337858,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.2857142857142857,0.0,49.72560745825582,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0028_6829-68771-0025__T2__6829-6829-68771-0025__SIM__4970-4970-29095-0038,21.93329532952427,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.2857142857142857,0.0,49.89754113127804,0.40176182985305786,6829,4970,,,
similar_speaker,1089-134686-0028_8224-274384-0005__T1__1089-1089-134686-0028__SIM__8230-8230-279154-0027,21.52098597646032,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.35714285714285715,0.0,55.19731012639211,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0028_8224-274384-0005__T2__8224-8224-274384-0005__SIM__672-672-122797-0060,16.7655998171622,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,51.26678609874432,0.2869231104850769,8224,672,,,
similar_speaker,1089-134686-0029_121-127105-0007__T1__1089-1089-134686-0029__SIM__8230-8230-279154-0035,24.95047425528944,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.25,0.0,52.46018458494712,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0029_121-127105-0007__T2__121-121-127105-0007__SIM__3729-3729-6852-0029,16.86561263912837,below_median,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.2,0.2,0.0,43.92084652161556,0.35364586114883423,121,3729,,,
similar_speaker,1089-134686-0031_1320-122612-0008__T1__1089-1089-134686-0031__SIM__8230-8230-279154-0000,21.302669914026023,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.16666666666666666,0.0,55.098847443276405,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0031_1320-122612-0008__T2__1320-1320-122612-0008__SIM__5105-5105-28233-0004,20.071577404790453,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.25,0.0,63.16087501969242,0.49767372012138367,1320,5105,,,
similar_speaker,1089-134686-0031_61-70968-0026__T1__1089-1089-134686-0031__SIM__8230-8230-279154-0016,23.290614032381967,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.16666666666666666,0.0,61.653368287707956,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0031_61-70968-0026__T2__61-61-70968-0026__SIM__7176-7176-92135-0002,4.229619257747406,absolute_weak_0_5,10.992472225523958,18.491478765117186,20.64248151413053,mismatch_explained_extreme_failure,0.2,0.2,0.4,0.2,21.134597169955008,0.5299987196922302,61,7176,,,
similar_speaker,1089-134686-0032_4507-16021-0049__T1__1089-1089-134686-0032__SIM__8230-8230-279154-0030,22.556510779303878,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,50.90579801304422,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0032_4507-16021-0049__T2__4507-4507-16021-0049__SIM__3729-3729-6852-0038,13.852253551487225,below_median,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.4,0.0,42.761750736723776,0.5184850692749023,4507,3729,,,
similar_speaker,1089-134686-0032_6829-68771-0030__T1__1089-1089-134686-0032__SIM__8230-8230-279154-0039,25.450300230851692,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.14285714285714285,0.0,57.2581858228361,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0032_6829-68771-0030__T2__6829-6829-68771-0030__SIM__4970-4970-29093-0020,21.216219866752336,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.1111111111111111,0.0,60.5649904621921,0.40176182985305786,6829,4970,,,
similar_speaker,1089-134686-0033_1320-122612-0001__T1__1089-1089-134686-0033__SIM__8230-8230-279154-0000,21.083317961782967,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,49.503967970643174,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0033_1320-122612-0001__T2__1320-1320-122612-0001__SIM__5105-5105-28241-0016,20.322881846767356,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.09090909090909091,0.5454545454545454,0.0,52.798600740078456,0.49767372012138367,1320,5105,,,
similar_speaker,1089-134686-0034_5639-40744-0005__T1__1089-1089-134686-0034__SIM__8230-8230-279154-0007,20.47838408341869,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.1,0.0,53.47942866863964,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0034_5639-40744-0005__T2__5639-5639-40744-0005__SIM__3570-3570-5695-0008,22.937080253115255,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,62.960613856469436,0.3402653634548187,5639,3570,,,
similar_speaker,1089-134686-0034_8455-210777-0067__T1__1089-1089-134686-0034__SIM__8230-8230-279154-0012,20.735871382665337,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,47.086336944312166,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0034_8455-210777-0067__T2__8455-8455-210777-0067__SIM__1320-1320-122612-0014,19.034809511626474,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,61.25429515892015,0.4503328502178192,8455,1320,,,
similar_speaker,1089-134686-0034_8463-294828-0036__T1__1089-1089-134686-0034__SIM__8230-8230-279154-0013,21.050334504078847,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.1,0.0,55.54090656042068,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0034_8463-294828-0036__T2__8463-8463-294828-0036__SIM__4992-4992-23283-0015,18.85773906409107,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.16666666666666666,0.0,41.4604487308117,0.41076433658599854,8463,4992,,,
similar_speaker,1089-134686-0035_2300-131720-0025__T1__1089-1089-134686-0035__SIM__8230-8230-279154-0039,23.313710858194302,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.2,0.0,61.14708434466024,0.4516007602214813,1089,8230,,,
