key,mix_path,target_path,interferer_path,aux_path,est_path,sample_rate,num_samples,si_snr_mix,si_snr_est,si_snri,si_sdr_mix,si_sdr_est,si_sdri,error
1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,16000,73344,0.0018760534769315,19.799326678421934,19.797450624945007,0.0018760534769315,19.799326678421934,19.797450624945007,
1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV3__4970-4970-29093-0022__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV3__4970-4970-29093-0022__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV3__4970-4970-29093-0022__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV3__4970-4970-29093-0022__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/6829/68771/6829-68771-0029.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV3__4970-4970-29093-0022__SIR0.wav,16000,98560,0.0048741552416084,17.143583455622075,17.138709300380466,0.0048741552416084,17.143583455622075,17.138709300380466,
1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV3__8230-8230-279154-0039__SIR0.wav,16000,73344,0.0018760534769315,19.798709537997297,19.796833484520366,0.0018760534769315,19.798709537997297,19.796833484520366,
1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV3__4992-4992-23283-0002__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV3__4992-4992-23283-0002__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV3__4992-4992-23283-0002__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV3__4992-4992-23283-0002__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/8463/294828/8463-294828-0003.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV3__4992-4992-23283-0002__SIR0.wav,16000,49920,0.0873463981184433,14.39956989410432,14.312223495985878,0.0873463981184433,14.39956989410432,14.312223495985878,
1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIR0.wav,16000,148736,0.0623141914980181,16.141295865553182,16.078981674055164,0.0623141914980181,16.141295865553182,16.078981674055164,
1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/7176/88083/7176-88083-0024.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIR0.wav,16000,114560,-0.0062888361537157,16.883001421108077,16.88929025726179,-0.0062888361537157,16.883001421108077,16.88929025726179,
1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,16000,168832,0.0160906784335458,13.81577001375684,13.799679335323294,0.0160906784335458,13.81577001375684,13.799679335323294,
1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1580/141083/1580-141083-0006.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIR0.wav,16000,50688,0.0477644922926633,11.656654200398853,11.608889708106188,0.0477644922926633,11.656654200398853,11.608889708106188,
1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIR0.wav,16000,168832,0.0160906784335458,13.780973472050809,13.76488279361726,0.0160906784335458,13.780973472050809,13.76488279361726,
1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/4446/2273/4446-2273-0008.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIR0.wav,16000,91392,-0.1838962507956949,-39.29726493265064,-39.11336868185494,-0.1838962507956949,-39.29726493265064,-39.11336868185494,
1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,16000,68352,-0.0604605560158201,17.26914163869116,17.32960219470698,-0.0604605560158201,17.26914163869116,17.32960219470698,
1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1995/1837/1995-1837-0025.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIR0.wav,16000,143232,-0.2249193064786095,16.31729358467694,16.54221289115555,-0.2249193064786095,16.31729358467694,16.54221289115555,
1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/mix_clean/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s1/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sir0db/test/s2/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv3_sir0db/full_infer/est_wavs/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIR0.wav,16000,68352,-0.0604605560158201,17.277319961826315,17.337780517842134,-0.0604605560158201,17.277319961826315,17.337780517842134,
